# Record Forge II packing certificate
# {"claim_authority": "NONE", "manifest_sha256": "1df03fae1ab4a51eca9fbfeb2e39800b7a352a569e96d364b2d477f80735134f", "n": 600, "parent_certificate_sha256": "bd7bd89d178b3a36b0641c15e6923b72fc29b63b867f2bda59dc2e63ac797d49", "seed": 2026083001, "target_claim": "0.021479376771905141976215"}
# index x y claimed_radius
    1 0.265521912069724030924789 -0.478520623220686613930042 0.021479376771905141976215
    2 0.414335399656467817663952 -0.478520623220686613930042 0.021479376771905141976215
    3 0.339928655863095896538795 -0.478520623220686613930042 0.021479376771905141976215
    4 0.191115168276352109799632 -0.478520623220686613930042 0.021479376771905141976215
    5 0.116708424482980202552262 -0.478520623220686613930042 0.021479376771905141976215
    6 -0.329732020595532582252218 -0.478520623220686613930042 0.021479376771905141976215
    7 -0.478520623220686613930042 -0.478520623220686613930042 0.021479376771905141976215
    8 -0.404121896396420987596088 -0.478520623183315063631227 0.021479376771905141976215
    9 -0.255325294457214080345864 -0.478520623220686613930042 0.021479376771905141976215
   10 -0.106511806897131397486866 -0.478520623220686613930042 0.021479376771905141976215
   11 -0.180918550668266842063048 -0.478520623220686613930042 0.021479376771905141976215
   12 -0.032105063104633034531954 -0.478520623220686613930042 0.021479376771905141976215
   13 0.042301680688734764890224 -0.478520623220686613930042 0.021479376771905141976215
   14 0.478200062626067456950096 -0.478200086801095991528854 0.021479376771905141976215
   15 0.079505052585857494129584 -0.457041246442129678317912 0.021479376771905141976215
   16 0.228318540173038070362210 -0.457041246441373172348932 0.021479376771905141976215
   17 0.153911796379666149237053 -0.457041246441373172348932 0.021479376771905141976215
   18 0.005098308792050861709688 -0.457041246441369619635253 0.021479376771905141976215
   19 0.377132027759781884856949 -0.457041246441373172348932 0.021479376771905141976215
   20 0.302725283966409963731792 -0.457041246441373172348932 0.021479376771905141976215
   21 -0.218121922562740461204456 -0.457041246437541293090590 0.021479376771905141976215
   22 -0.069308435000882212539963 -0.457041246440616666379952 0.021479376771905141976215
   23 -0.143715178782699126713851 -0.457041246422115854386448 0.021479376771905141976215
   24 -0.292528657526373303543465 -0.457041231151655680253754 0.021479376771905141976215
   25 -0.441321259902120066609399 -0.457034304876118624427761 0.021479376771905141976215
   26 -0.366926956277342453116574 -0.457026641110876097329196 0.021479376771905141976215
   27 0.441317251324000625611887 -0.445092578289789320145076 0.021479376771905141976215
   28 0.191115168276352109799632 -0.435561869662059786278974 0.021479376771905141976215
   29 0.116708424482976094727071 -0.435561869662059786278974 0.021479376771905141976215
   30 0.339928655863095896538795 -0.435561869662059786278974 0.021479376771905141976215
   31 0.265521912069724030924789 -0.435561869662059786278974 0.021479376771905141976215
   32 0.042301680689608302243787 -0.435561869662059786278974 0.021479376771905141976215
   33 -0.032105063105973892512157 -0.435561869658224354306952 0.021479376771905141976215
   34 -0.180918550677172745855259 -0.435561869638970589058147 0.021479376771905141976215
   35 -0.106511806886449941766948 -0.435561869642045962347510 0.021479376771905141976215
   36 -0.255325285631899712157633 -0.435561854368510414925453 0.021479376771905141976215
